"Original Lines" OPINIONLEXICON SENTISTRENGTH SOCAL HAPPINESSINDEX SANN EMOTICONSDS SENTIMENT140 STANFORD AFINN MPQA NRCHASHTAG EMOLEX EMOTICONS PANAST SASA SENTIWORDNET VADER UMIGON
"@brendda_lenuzza @mawrtins dst nunca pedi nada " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @brendda_lenuzza @gabrielamarinh8 @mawrtins imagina três filhos duas dst " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral Negative Negative Neutral Neutral
"@gabrielamarinh8 @mawrtins imagina três filhos duas dst " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral Negative Negative Neutral Neutral
"@brendda_lenuzza @mawrtins vai pegar dst " Neutral Neutral Neutral Neutral Neutral Positive Neutral Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rímel custa caro tá queridinho " Positive Positive Negative Neutral Neutral Positive Positive Positive Neutral Negative Neutral Positive Neutral Neutral Negative Positive Positive Neutral
"rt @dougraz vida parece vou colocar lençol cama arruma lado outro estraga " Positive Negative Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Negative Neutral Neutral
"rt @manuctoigo é talvez tomei cú novamente " Neutral Neutral Neutral Neutral Negative Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Negative Neutral Negative Negative
"rt @davimartin_ nova semana novo mês deus abençoe proteja " Positive Positive Positive Positive Positive Positive Positive Positive Positive Neutral Positive Positive Neutral Neutral Positive Negative Positive Positive
"rt @barbezanevitor @wellegtonpl boto saco mercado bglh é ser pai ter nenhuma dst " Neutral Positive Neutral Positive Neutral Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"@wellegtonpl boto saco mercado bglh é ser pai ter nenhuma dst " Neutral Positive Neutral Positive Neutral Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"@warrlly né cocaína eh dst " Positive Neutral Positive Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral Positive Neutral Neutral
"gnt tava falando sobre camisinhas mudam cor pessoa dst disse queria umas daquelas " Neutral Neutral Neutral Positive Neutral Positive Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Positive Neutral Neutral
"é talvez razão " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @etbipolaar fica triste vida é assim dia fode outro tbm outro tbm outro tbm outro tbm outro tbm " Neutral Negative Negative Negative Negative Positive Negative Negative Negative Negative Negative Neutral Neutral Negative Neutral Negative Negative Negative
"rt @vulgomez mês vem é metade ano kkjkjkkkkkkk tô 2017 " Neutral Positive Neutral Positive Neutral Positive Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral
"tome cuidado dst https t co 09d29x8cvg " Neutral Positive Positive Neutral Neutral Positive Negative Neutral Positive Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"todo ponto final indica fim história pode ser começo novo parágrafo bem vindo maio " Positive Positive Neutral Neutral Neutral Positive Positive Neutral Positive Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Positive
"gente olha umas foto é inestimável número dst's presentes né " Positive Negative Negative Positive Neutral Positive Neutral Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"fundo todo mundo é solitário " Negative Negative Negative Negative Negative Positive Negative Neutral Negative Neutral Positive Negative Neutral Negative Positive Positive Neutral Negative
"@loubachtatiane @drika_aaj @danilogentili tá cheio dst camisinha segura " Positive Positive Neutral Positive Neutral Positive Neutral Negative Positive Neutral Positive Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @umfilosofocitou boca pra falar todo mundo agora quero ver atitudes pra agir " Neutral Neutral Neutral Positive Positive Positive Negative Neutral Positive Positive Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"rt @umfilosofocitou boca pra falar todo mundo agora quero ver atitudes pra agir " Neutral Neutral Neutral Positive Positive Positive Negative Neutral Positive Positive Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"rt @ana_jumoras palavras sábias https t co wdmhjhrf0c " Positive Neutral Positive Positive Positive Positive Positive Neutral Neutral Positive Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"@emillin_arevalo @cami_lll @izabela_matos parceiro poderia rapidamente abrir boca possa an https t co pfw4vqa46m " Neutral Neutral Positive Neutral Neutral Positive Negative Negative Neutral Neutral Neutral Positive Neutral Neutral Negative Neutral Neutral Neutral
"@ana_jumoras normal todo dia " Neutral Neutral Positive Neutral Neutral Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Negative Neutral Neutral
"@marinna_dst vi hj bb " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral
"@ana_jumoras meio dessas pessoas juro vou ficar magoada " Negative Negative Negative Negative Negative Positive Negative Negative Negative Positive Negative Neutral Neutral Neutral Positive Negative Negative Negative
"@juliahopexz tá kkkkjkkkkk " Neutral Positive Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@marinna_dst conto 4 " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Negative Negative Neutral Neutral
"@marinna_dst ainda n fiz né kkkkj " Positive Positive Neutral Neutral Neutral Positive Negative Positive Neutral Neutral Negative Neutral Neutral Neutral Positive Negative Neutral Neutral
"rt @fuckmebja suponhamos foda " Negative Negative Negative Neutral Negative Positive Neutral Neutral Negative Neutral Negative Neutral Neutral Neutral Negative Negative Negative Negative
"@juliahopexz verdade faltam 3 pois vc faz 15 ano heueheueheueheueheueh " Neutral Positive Positive Positive Positive Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Negative
"eitcha sifilis " Neutral Neutral Neutral Negative Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral
"rt @joeyporto79 hj vai amor to sífilis https t co wsivmdfx0q " Positive Positive Positive Positive Positive Positive Neutral Neutral Positive Positive Positive Positive Neutral Neutral Positive Positive Positive Positive
"trescloucado é caso sífilis tardia https t co buqe5rqf2d " Neutral Neutral Negative Negative Neutral Positive Negative Negative Neutral Neutral Negative Negative Neutral Neutral Neutral Negative Neutral Neutral
"passar sifilis vc morre n https t co dkvq39ssbf " Negative Neutral Neutral Negative Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Negative Negative Neutral Negative
"@eujujuboynard pensei mesma coisa li sobre aumento casos sifilis jovens oo " Neutral Neutral Neutral Negative Neutral Positive Negative Neutral Positive Neutral Negative Positive Neutral Neutral Positive Positive Neutral Negative
"ainda estande distribuição preservativos teste hepatite sífilis https t co jqeh3bggwm " Neutral Neutral Neutral Negative Neutral Positive Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral
"@allefesss tá bom tamanho aguento jogar zagueiro léo é sifilis " Positive Neutral Positive Negative Neutral Positive Negative Negative Positive Positive Negative Positive Neutral Neutral Neutral Positive Positive Neutral
"úlcera trombose coqueluche hipocondria sífilis ciúmes asma cleptomania corpo ainda é pouco corpo ainda é pouco assim " Negative Negative Negative Negative Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Negative Negative Neutral Negative
"acho peguei sifilis olho " Neutral Neutral Neutral Negative Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"@karina_olivera #trabalharemferiadoé tal faceapp desses apps bombam 2 dias morrem uah uha hu hum hum https t co 0db7lzvpt2 " Negative Negative Neutral Neutral Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Negative Neutral
"@djonaoficial 1 derrame cerebral 2 casa alterne 3 apanho sifilis 4 es todos 5 au https t co w8txpzoueh " Neutral Neutral Negative Negative Neutral Positive Positive Negative Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral
"@devesz_ ainda pra pagar coquetel sifilis vem brinde aoiesaieasuih " Neutral Neutral Positive Negative Neutral Positive Neutral Negative Positive Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rap tá virando pique nique filha puta buceta brinde sifilis " Negative Negative Negative Negative Negative Positive Positive Negative Negative Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Negative
"rt @govsc sifilis é evitar veja site https t co zs3zbblrnc https t co wuy69ljgai " Neutral Negative Neutral Negative Negative Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Positive Negative Neutral Neutral
"rt @govsc sifilis é evitar veja site https t co zs3zbblrnc https t co wuy69ljgai " Neutral Negative Neutral Negative Negative Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Positive Negative Neutral Neutral
"rt @blogoosfero cuba é primeiro país mundo erradicar transmissão materna hiv sífilis https t co rjhhuszmfb " Neutral Negative Negative Positive Neutral Positive Positive Negative Neutral Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"rio sul tratamento sífilis procedimentos https t co vfa1oqip6t " Neutral Neutral Neutral Negative Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @blogoosfero cuba é primeiro país mundo erradicar transmissão materna hiv sífilis https t co rjhhuszmfb " Neutral Negative Negative Positive Neutral Positive Positive Negative Neutral Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"sífilis congênita pode acometer absolutamente qualquer órgão pirralho nunca vou decorar tudo " Negative Negative Neutral Negative Negative Positive Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Negative Neutral Neutral
"cuba é primeiro país mundo erradicar transmissão materna hiv sífilis https t co rjhhuszmfb " Neutral Negative Negative Positive Neutral Positive Negative Neutral Neutral Neutral Positive Neutral Neutral Neutral Negative Positive Neutral Neutral
"#noticias bragança paulista programa dst prefeitura bragança promoveu dia https t co u8gezljvva " Neutral Negative Neutral Neutral Neutral Positive Negative Negative Positive Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"bragança paulista bragança paulista programa dst prefeitura bragança promoveu dia https t co oouiuys2sw " Neutral Negative Neutral Neutral Neutral Positive Negative Negative Positive Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"rt @p3nguin nintendo sifilis " Neutral Neutral Neutral Negative Neutral Positive Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @p3nguin nintendo sifilis " Neutral Neutral Neutral Negative Neutral Positive Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"nintendo sifilis " Neutral Neutral Neutral Negative Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"conheci integrante antiga banda tio chamada sífilis " Positive Neutral Negative Negative Neutral Positive Neutral Negative Neutral Neutral Positive Neutral Neutral Neutral Negative Positive Neutral Neutral
"vá médico existem casos pessoas contrairam aids sífilis outras doenças ah google " Neutral Negative Negative Negative Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Positive Negative Neutral Neutral
"rt @evildarwin_ preservativo evita dst procurem google imagens gonorréia sífilis corrimento cancro mole divirtam " Positive Negative Positive Positive Neutral Positive Negative Negative Positive Neutral Neutral Negative Neutral Neutral Neutral Negative Positive Positive
"preservativo evita dst procurem google imagens gonorréia sífilis corrimento cancro mole divirtam " Positive Neutral Positive Positive Neutral Positive Negative Neutral Positive Neutral Neutral Negative Neutral Neutral Neutral Negative Positive Positive
